client_id,age_group,client_tier,preferred_channel,acquisition_channel,boutique_id,boutique_name,boutique_city,region,boutique_format,boutique_sales_tier,boutique_clienteling_maturity,boutique_wfj_focus_flag,boutique_digital_adoption_score,advisor_id,advisor_tenure_years,advisor_client_book_size,advisor_productivity_tier,primary_division,primary_category,secondary_category_interest,cross_category_flag,strategic_division_opportunity,last_purchase_days,purchase_frequency_12m,transaction_count_12m,total_units_12m,atv,upt,total_spend_12m,lifetime_spend,average_order_value,categories_purchased,relationship_tenure_years,high_value_client_flag,client_value_score,online_visits_90d,product_page_views_90d,fashion_page_views_90d,beauty_page_views_90d,wfj_page_views_90d,wishlist_additions_90d,high_intent_browsing_flag,app_engagement_score,last_campaign_type,campaign_sent_30d,campaign_open_30d,campaign_click_30d,campaign_conversion_30d,days_since_last_campaign,digital_campaign_click_rate,appointment_scheduled_flag,appointment_completed_flag,appointment_conversion_flag,days_since_last_appointment,appointment_count_12m,boutique_visits_12m,email_open_rate,email_opt_in_flag,sms_opt_in_flag,client_contactable_flag,preferred_contact_method,service_interaction_12m,return_or_exchange_12m,estimated_return_rate,client_satisfaction_score,service_recovery_flag,clienteling_touchpoints_90d,event_attendance_12m,advisor_follow_up_flag,repeat_purchase_probability_true,repeat_purchase_90d,estimated_clienteling_revenue,recency_score,frequency_score,monetary_score,rfm_score,engagement_score,digital_intent_score,campaign_engagement_score,service_risk_score,luxury_value_band,client_segment,recommended_action,predicted_repeat_purchase_probability,model_priority_group
C002167,45-54,High Potential,Omnichannel,Event,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A13,5,155,Core,Fashion,Small Leather Goods,Fragrance Discovery,1,Medium Strategic Value,69,4,4,5,9054.67,1.25,36218.68,122103.02,9054.67,2,2,1,9.62,15,45,12,10,3,3,1,46.4,No Recent Campaign,0,0,0,0,999,0.196,0,0,0,999,0,7,0.16,1,0,1,Email,1,0,0.0,66.4,1,1,0,1,0.8316,1,4894.4,4,4,5,13,27.4,42.4,0.0,31.8,High Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.8412,High Priority
C002168,25-34,Core,Omnichannel,Email Campaign,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A15,3,164,Emerging,Fragrance & Beauty,Skincare,Skincare,1,Scale Opportunity,168,5,5,12,435.74,2.4,2178.7,6031.27,435.74,1,5,0,6.47,11,44,6,12,3,0,0,57.4,Beauty Replenishment,1,1,0,0,13,0.12,0,0,0,999,0,4,0.206,1,0,1,Email,1,0,0.0,87.1,0,0,0,0,0.5397,1,235.19,2,5,3,10,16.7,23.7,50.0,6.5,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.7292,Medium Priority
C002169,45-54,New,Online,Referral,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A03,2,166,High Performer,Fashion,Ready-to-Wear,Fine Jewelry Interest,1,Medium Strategic Value,83,0,0,0,0.0,0.0,0.0,0.0,2577.3,1,0,0,0.5,12,48,12,3,6,3,1,65.2,Beauty Replenishment,1,1,0,0,8,0.32,0,0,0,999,0,1,0.152,1,0,1,Email,2,0,0.0,80.5,0,0,0,0,0.2431,0,626.43,3,1,1,5,18.1,46.6,50.0,9.8,Entry Value,Digital High-Intent Client,"Use digital retargeting, wishlist follow-up, and appointment conversion prompt.",0.2082,Low Priority
C002170,35-44,New,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A02,6,110,Core,Fragrance & Beauty,Skincare,Skincare,1,Scale Opportunity,128,0,0,0,0.0,0.0,0.0,45.6,143.0,6,0,0,1.84,1,5,2,22,2,1,0,40.9,Fragrance Launch,1,0,0,0,3,0.201,0,0,0,999,0,3,0.085,0,1,1,SMS,0,0,0.0,63.3,1,0,0,0,0.1132,0,10.52,2,1,1,4,11.6,18.3,25.0,33.4,Entry Value,New Client,"Enroll in welcome journey with brand story, service introduction, and first follow-up touchpoint.",0.0624,Low Priority
C002171,45-54,Core,Boutique,Online Search,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A07,5,190,Top Performer,Fashion,Ready-to-Wear,Fragrance Discovery,1,Medium Strategic Value,341,6,6,10,2545.16,1.67,15270.96,40589.19,2545.16,6,1,0,6.82,4,12,10,7,1,0,0,66.7,Welcome Journey,1,0,0,0,11,0.23,0,0,0,999,0,4,0.607,1,0,1,Email,0,1,0.167,66.3,1,2,0,0,0.2645,0,437.58,1,5,4,10,20.4,20.1,25.0,44.8,Growth Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.2727,Low Priority
C002172,18-24,VIP,Omnichannel,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A13,2,157,Emerging,Fragrance & Beauty,Skincare,Handbags,1,Scale Opportunity,41,3,3,6,888.56,2.0,2665.68,14308.85,888.56,6,7,1,9.22,13,65,3,9,2,4,1,45.7,WFJ Appointment Invite,1,1,0,0,25,0.431,0,0,0,999,2,10,0.637,1,0,1,Email,2,0,0.0,95.3,0,6,0,1,0.9872,1,877.21,5,4,3,12,39.7,46.1,50.0,2.4,High Value,Beauty-First Client,"Target with fragrance, skincare, or beauty replenishment campaign.",0.9773,Top Priority
C002173,25-34,Core,Boutique,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A14,2,187,Emerging,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,255,5,5,10,2904.71,2.0,14523.55,31069.83,2904.71,3,1,0,6.72,2,8,3,8,0,0,0,32.0,Fashion Preview,1,0,0,0,24,0.271,0,1,0,999,1,1,0.533,1,0,1,Email,1,0,0.0,79.7,0,5,0,0,0.4285,1,1244.67,1,5,4,10,25.5,12.6,25.0,10.2,Growth Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.5025,Medium Priority
C002174,55-64,High Potential,Omnichannel,Boutique Walk-In,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A04,3,84,Core,Fashion,Accessories,Fragrance Discovery,1,Medium Strategic Value,111,3,3,4,3806.37,1.33,11419.11,38869.03,3806.37,2,3,0,7.13,12,60,10,11,4,2,1,52.2,Welcome Journey,1,0,0,0,8,0.289,0,0,0,999,1,7,0.206,0,1,1,SMS,1,1,0.333,66.0,1,2,0,0,0.6577,1,1627.12,3,4,4,11,22.4,44.0,25.0,49.1,Growth Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.6979,High Priority
C002175,25-34,New,Online,Boutique Walk-In,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A06,4,119,High Performer,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,147,0,0,0,0.0,0.0,0.0,63.73,315.31,1,1,0,2.16,12,48,3,6,3,0,0,70.3,Beauty Replenishment,1,0,0,0,25,0.085,0,0,0,999,1,1,0.087,1,0,1,Email,2,0,0.0,75.8,0,1,0,0,0.1418,0,44.71,2,1,1,4,17.6,23.7,25.0,12.1,Entry Value,New Client,"Enroll in welcome journey with brand story, service introduction, and first follow-up touchpoint.",0.1214,Low Priority
C002176,55-64,Core,Online,Event,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A13,7,245,High Performer,Fragrance & Beauty,Makeup,Handbags,1,Scale Opportunity,108,1,1,1,92.7,1.0,92.7,92.7,92.7,2,3,0,3.82,14,70,5,12,0,1,1,31.1,Fashion Preview,1,1,0,0,9,0.184,1,0,0,118,0,0,0.442,0,0,0,Do Not Contact,2,0,0.0,86.4,0,1,0,0,0.3577,0,8.29,3,2,1,6,12.1,35.9,50.0,6.8,Entry Value,Non-Contactable Client,Do not contact directly; monitor behavior and rely on owned-channel experience.,0.2381,Low Priority
C002177,25-34,Top Client,Boutique,Online Search,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A15,4,131,Core,Fashion,Accessories,,0,Medium Strategic Value,106,8,8,8,35607.4,1.0,284859.2,2293276.53,35607.4,6,15,1,13.27,3,18,15,4,2,1,0,8.5,Reactivation,1,0,0,0,12,0.39,0,0,0,999,6,24,0.254,1,1,1,Email + SMS,2,0,0.0,78.5,0,10,2,1,0.9984,1,35548.95,3,5,5,13,44.9,16.7,25.0,10.8,Ultra High Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.9991,Top Priority
C002178,45-54,High Potential,Online,Online Search,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A01,4,252,Emerging,Fashion,Handbags,Shoes,1,Medium Strategic Value,220,3,3,3,12752.5,1.0,38257.5,140326.46,12752.5,1,0,1,9.29,12,36,9,0,4,0,0,37.1,No Recent Campaign,0,0,0,0,999,0.153,0,0,0,999,3,0,0.332,1,1,1,Email + SMS,1,0,0.0,88.6,0,3,0,0,0.3796,0,4840.3,1,4,5,10,21.3,18.9,0.0,5.7,High Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.2699,Low Priority
C002179,45-54,New,Online,Referral,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A11,2,223,Emerging,Watches & Fine Jewelry,Fine Jewelry,Handbags,1,High Strategic Value,155,1,1,1,6750.02,1.0,6750.02,9303.71,6750.02,1,0,0,5.9,12,60,1,3,10,0,1,42.3,Fragrance Launch,1,0,0,0,16,0.233,0,0,0,999,0,0,0.698,1,1,1,Email + SMS,0,0,0.0,76.6,0,0,1,1,0.3718,0,2509.63,2,2,4,8,26.1,37.5,25.0,11.7,Entry Value,New Client,"Enroll in welcome journey with brand story, service introduction, and first follow-up touchpoint.",0.2625,Low Priority
C002180,35-44,Core,Boutique,Referral,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A01,2,218,Core,Fashion,Small Leather Goods,Accessories,1,Medium Strategic Value,107,3,3,4,6280.34,1.33,18841.02,49656.72,6280.34,1,4,0,7.55,1,5,9,3,5,0,0,67.6,Welcome Journey,1,0,0,0,8,0.265,0,0,0,999,1,2,0.373,0,1,1,SMS,0,1,0.333,76.5,0,0,0,0,0.4957,0,3113.21,3,4,4,11,15.8,20.3,25.0,28.8,Growth Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.46,Medium Priority
C002181,25-34,New,Boutique,Email Campaign,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A08,7,144,Core,Watches & Fine Jewelry,Bridal / Occasion Jewelry,Watches,1,High Strategic Value,177,1,1,1,4743.45,1.0,4743.45,5495.48,4743.45,3,0,0,5.63,2,12,3,2,10,0,1,27.6,Reactivation,1,1,1,1,18,0.393,0,0,0,999,1,0,0.226,0,0,0,Do Not Contact,0,0,0.0,85.4,0,0,0,0,0.2691,0,319.16,1,2,3,6,11.4,40.2,100.0,7.3,Entry Value,Recently Converted Client,Move to post-purchase nurture journey and monitor for next best offer.,0.1828,Low Priority
C002182,25-34,Core,Omnichannel,Event,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A09,1,239,Core,Fashion,Ready-to-Wear,Accessories,1,Medium Strategic Value,158,4,4,7,3925.83,1.75,15703.32,39842.71,3925.83,1,2,0,7.02,7,28,12,7,1,2,1,36.4,Fragrance Launch,1,0,0,0,21,0.244,0,0,0,999,0,4,0.664,0,0,0,Do Not Contact,0,0,0.0,88.2,0,0,0,0,0.5996,1,588.47,2,4,4,10,13.5,34.1,25.0,5.9,Growth Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.5699,Low Priority
C002183,18-24,High Potential,Online,Online Search,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A05,2,133,Core,Fashion,Handbags,Accessories,1,Medium Strategic Value,218,4,4,7,2958.92,1.75,11835.68,38565.58,2958.92,1,5,0,7.54,10,70,8,5,2,3,1,53.6,Fragrance Launch,1,1,0,0,12,0.473,1,0,0,152,2,1,0.571,1,1,1,Email + SMS,1,1,0.25,80.2,0,0,0,1,0.5534,0,1637.56,1,4,4,9,28.5,46.0,50.0,24.9,Growth Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.2944,Low Priority
C002184,25-34,High Potential,Boutique,Online Search,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A05,3,80,High Performer,Fragrance & Beauty,Makeup,Fashion Entry,1,Scale Opportunity,44,2,2,4,512.21,2.0,1024.42,3391.54,512.21,2,5,0,6.08,1,2,6,17,0,2,1,14.6,WFJ Appointment Invite,1,0,0,0,7,0.367,0,0,0,999,2,4,0.322,0,0,0,Do Not Contact,1,0,0.0,93.9,0,1,0,1,0.7364,0,94.3,5,3,2,10,16.2,28.8,25.0,3.1,Growth Value,Non-Contactable Client,Do not contact directly; monitor behavior and rely on owned-channel experience.,0.6864,Low Priority
C002185,45-54,New,Boutique,Boutique Walk-In,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A07,2,205,Core,Watches & Fine Jewelry,Fine Jewelry,Watches,1,High Strategic Value,156,1,1,1,3900.95,1.0,3900.95,3900.95,3900.95,2,2,0,5.86,3,18,4,7,8,0,1,27.5,Fragrance Launch,1,0,0,0,22,0.268,0,0,0,999,0,2,0.286,0,0,0,Do Not Contact,0,0,0.0,82.7,0,0,0,1,0.2297,0,224.06,2,2,3,7,12.0,29.6,25.0,8.7,Entry Value,Non-Contactable Client,Do not contact directly; monitor behavior and rely on owned-channel experience.,0.2429,Low Priority
C002186,55-64,VIP,Online,Boutique Walk-In,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Skincare,Handbags,1,Scale Opportunity,12,5,5,12,372.23,2.4,1861.15,10263.1,372.23,2,7,1,9.02,20,100,3,16,2,1,1,25.2,No Recent Campaign,0,0,0,0,999,0.483,0,0,0,999,6,0,0.522,0,0,0,Do Not Contact,2,0,0.0,97.8,0,2,1,1,0.9709,1,90.35,5,5,3,13,29.2,45.6,0.0,1.1,High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9142,Low Priority
C002187,55-64,Core,Online,Online Search,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A06,3,220,High Performer,Fragrance & Beauty,Fragrance,Fine Jewelry Interest,1,Scale Opportunity,19,1,1,2,211.28,2.0,211.28,572.27,211.28,2,4,0,4.86,7,35,0,15,12,3,1,51.5,Welcome Journey,1,0,0,0,14,0.411,0,0,0,999,0,0,0.181,0,1,1,SMS,0,0,0.0,91.6,0,2,0,0,0.6058,1,127.99,5,2,1,8,17.2,46.5,25.0,4.2,Entry Value,Digital High-Intent Client,"Use digital retargeting, wishlist follow-up, and appointment conversion prompt.",0.4396,Medium Priority
C002188,45-54,Core,Online,Email Campaign,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A04,6,277,Emerging,Fashion,Accessories,,0,Medium Strategic Value,71,3,3,3,4319.55,1.0,12958.65,32701.69,4319.55,1,2,0,6.41,6,24,10,0,1,0,0,55.0,WFJ Appointment Invite,1,0,0,0,22,0.375,0,0,0,999,0,0,0.561,1,0,1,Email,2,0,0.0,71.8,0,2,1,0,0.5995,1,2589.36,4,4,4,12,19.6,20.5,25.0,14.1,Growth Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.8199,Medium Priority
C002189,45-54,Core,Online,Boutique Walk-In,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A12,3,260,High Performer,Watches & Fine Jewelry,Watches,Handbags,1,High Strategic Value,301,2,2,3,5236.3,1.5,10472.6,26775.67,5236.3,3,0,0,6.38,4,24,3,4,11,3,1,56.4,Fragrance Launch,1,1,1,0,14,0.434,1,1,0,36,1,1,0.349,1,0,1,Email,0,0,0.0,71.1,0,0,0,0,0.167,0,874.49,1,3,4,8,29.7,53.2,80.0,14.5,Core Value,WFJ Opportunity Client,Recommend Watches & Fine Jewelry advisor follow-up and appointment consultation.,0.1236,Low Priority
C002190,45-54,Core,Online,Boutique Walk-In,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A08,7,121,High Performer,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,152,3,3,4,537.31,1.33,1611.93,4274.73,537.31,1,1,0,5.47,7,49,1,5,6,4,1,31.6,Fragrance Launch,1,0,0,0,14,0.259,0,0,0,999,0,0,0.463,0,0,0,Do Not Contact,0,0,0.0,91.2,0,0,0,0,0.3656,0,49.11,2,4,3,9,11.3,39.0,25.0,4.4,Entry Value,Non-Contactable Client,Do not contact directly; monitor behavior and rely on owned-channel experience.,0.4475,Low Priority
C002191,25-34,Core,Online,Boutique Walk-In,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A15,6,216,Core,Fashion,Handbags,Fine Jewelry Interest,1,Medium Strategic Value,199,3,3,5,7293.62,1.67,21880.86,48894.47,7293.62,1,2,0,7.18,9,36,9,1,9,0,1,46.4,Fashion Preview,1,0,0,1,28,0.443,0,0,0,999,0,0,0.373,0,1,1,SMS,1,0,0.0,81.0,0,1,0,0,0.3657,0,2667.49,1,4,5,10,16.1,38.7,45.0,9.5,Growth Value,Cross-Category WFJ Prospect,Introduce Watches & Fine Jewelry discovery journey based on browsing and cross-category signals.,0.2988,Low Priority
C002192,55-64,Core,Online,Event,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fashion,Ready-to-Wear,Fragrance Discovery,1,Medium Strategic Value,265,0,0,0,0.0,0.0,0.0,6.28,4400.57,1,2,0,1.59,15,45,4,4,0,0,0,66.4,Beauty Replenishment,1,1,1,0,14,0.343,0,0,0,999,0,2,0.579,1,0,1,Email,1,0,0.0,78.1,0,2,0,1,0.108,0,475.21,1,1,1,3,35.0,35.4,80.0,11.0,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.087,Low Priority
C002193,45-54,Core,Omnichannel,Online Search,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A01,7,181,High Performer,Fashion,Accessories,Shoes,1,Medium Strategic Value,143,5,5,5,4009.23,1.0,20046.15,51103.67,4009.23,1,1,1,8.97,17,51,7,3,1,2,1,52.7,Beauty Replenishment,1,0,0,0,26,0.302,0,0,0,999,2,10,0.246,1,0,1,Email,5,1,0.2,75.6,1,0,0,0,0.7552,0,1968.14,2,5,5,12,24.9,40.4,25.0,41.0,Growth Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.7859,Medium Priority
C002194,35-44,New,Online,Online Search,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A05,6,255,Core,Fashion,Handbags,Shoes,1,Medium Strategic Value,131,0,0,0,0.0,0.0,0.0,0.0,2907.53,2,0,0,0.5,11,66,10,5,1,1,1,50.4,No Recent Campaign,0,0,0,0,999,0.181,0,0,0,999,0,0,0.376,1,0,1,Email,1,0,0.0,86.9,0,0,0,0,0.1401,0,407.23,2,1,1,4,16.9,37.6,0.0,6.6,Entry Value,New Client,"Enroll in welcome journey with brand story, service introduction, and first follow-up touchpoint.",0.0492,Low Priority
C002195,25-34,High Potential,Boutique,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A12,4,242,High Performer,Fashion,Ready-to-Wear,Fine Jewelry Interest,1,Medium Strategic Value,70,8,8,10,5438.02,1.25,43504.16,133768.78,5438.02,1,2,1,9.7,1,4,8,2,11,1,1,45.4,Fragrance Launch,1,0,0,0,7,0.323,0,0,0,999,0,3,0.58,1,0,1,Email,1,1,0.125,72.4,1,1,1,0,0.869,1,3071.55,4,5,5,14,18.5,34.2,25.0,40.7,High Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.9347,High Priority
C002196,35-44,Core,Online,Online Search,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A13,4,89,High Performer,Fragrance & Beauty,Fragrance,Handbags,1,Scale Opportunity,277,1,1,2,438.62,2.0,438.62,994.13,438.62,3,1,0,4.64,9,18,5,10,3,0,0,62.7,WFJ Appointment Invite,1,0,0,0,12,0.122,0,0,0,999,0,1,0.15,0,1,1,SMS,0,0,0.0,60.7,1,1,0,0,0.068,0,19.38,1,2,2,5,15.6,20.6,25.0,34.7,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.0401,Low Priority
C002197,35-44,New,Omnichannel,Boutique Walk-In,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A08,1,181,High Performer,Fashion,Small Leather Goods,Accessories,1,Medium Strategic Value,3,1,1,2,2633.75,2.0,2633.75,2633.75,2633.75,2,0,0,5.23,15,45,10,4,5,1,0,59.3,Fragrance Launch,1,0,0,0,26,0.422,0,0,0,999,0,3,0.129,1,1,1,Email + SMS,0,0,0.0,86.0,0,0,0,0,0.7091,0,1867.63,5,2,3,10,17.8,31.3,25.0,7.0,Entry Value,New Client,"Enroll in welcome journey with brand story, service introduction, and first follow-up touchpoint.",0.656,Medium Priority
C002198,55-64,High Potential,Boutique,Social Media,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A13,3,135,Emerging,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,150,2,2,4,208.64,2.0,417.28,1475.44,208.64,1,4,0,5.36,5,10,3,15,0,0,0,43.7,WFJ Appointment Invite,1,0,0,0,5,0.52,0,0,0,999,2,5,0.518,1,0,1,Email,1,0,0.0,77.6,0,2,1,1,0.5182,0,108.12,2,3,2,7,28.4,20.6,25.0,11.2,Growth Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.4463,Medium Priority
C002199,35-44,VIP,Boutique,Boutique Walk-In,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A06,5,196,Core,Fragrance & Beauty,Skincare,Handbags,1,Scale Opportunity,87,3,3,6,720.58,2.0,2161.74,11904.04,720.58,2,7,1,9.1,3,15,2,7,4,1,0,16.5,Fashion Preview,1,1,0,0,18,0.146,0,0,0,999,2,9,0.382,1,0,1,Email,0,0,0.0,69.4,1,6,2,1,0.8921,1,417.85,3,4,3,10,32.2,12.9,50.0,30.3,High Value,Beauty-First Client,"Target with fragrance, skincare, or beauty replenishment campaign.",0.8738,Top Priority
C002200,35-44,VIP,Online,Referral,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A13,5,186,Top Performer,Fashion,Shoes,Accessories,1,Medium Strategic Value,268,2,2,3,12889.63,1.5,25779.26,151702.28,12889.63,3,3,1,9.81,6,24,8,5,1,1,0,43.6,Fragrance Launch,1,0,0,0,3,0.279,0,0,0,999,2,1,0.292,1,0,1,Email,1,1,0.5,70.9,1,9,1,1,0.5573,1,4669.05,1,3,5,9,32.3,19.9,25.0,50.8,Ultra High Value,VIP Service Recovery,Prioritize service recovery before any sales outreach.,0.6136,Top Priority
C002201,65+,Core,Online,Social Media,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fashion,Ready-to-Wear,,0,Medium Strategic Value,242,1,1,2,8362.78,2.0,8362.78,22485.29,8362.78,1,4,0,6.57,11,22,11,3,1,1,0,59.8,Private Event,1,0,0,0,22,0.059,0,1,0,999,1,0,0.271,1,0,1,Email,1,0,0.0,86.8,0,0,0,0,0.1225,0,1024.69,1,2,4,7,23.6,20.5,25.0,6.6,Core Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.1878,Low Priority
C002202,25-34,New,Omnichannel,Event,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A06,5,243,Emerging,Fashion,Handbags,Fine Jewelry Interest,1,Medium Strategic Value,102,0,0,0,0.0,0.0,0.0,0.0,3512.47,1,0,0,0.5,8,48,13,6,12,3,1,24.2,Fashion Preview,1,1,0,0,9,0.198,1,1,1,62,0,1,0.399,1,0,1,Email,0,0,0.0,76.8,0,0,0,0,0.2647,0,929.6,3,1,1,5,22.3,41.8,50.0,11.6,Entry Value,Recently Converted Client,Move to post-purchase nurture journey and monitor for next best offer.,0.2764,Low Priority
C002203,35-44,Core,Boutique,Online Search,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A06,1,217,Core,Fashion,Shoes,,0,Medium Strategic Value,172,3,3,5,10687.78,1.67,32063.34,80935.44,10687.78,2,4,1,9.35,4,12,9,4,1,0,0,28.1,Beauty Replenishment,1,1,0,0,8,0.051,0,0,0,999,2,1,0.347,1,1,1,Email + SMS,1,0,0.0,89.6,0,1,0,0,0.417,1,4457.11,1,4,5,10,15.6,10.7,50.0,5.2,High Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.2694,Low Priority
C002204,18-24,New,Omnichannel,Online Search,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A14,2,193,Core,Watches & Fine Jewelry,Watches,Fashion Styling,1,High Strategic Value,62,2,2,2,9722.59,1.0,19445.18,26331.41,9722.59,1,0,0,6.53,11,66,2,3,11,2,1,77.7,Fragrance Launch,1,0,0,0,14,0.218,1,0,0,176,1,3,0.458,1,1,1,Email + SMS,0,0,0.0,88.3,0,0,0,1,0.8103,0,7878.41,4,3,5,12,28.4,47.3,25.0,5.9,Core Value,WFJ Opportunity Client,Recommend Watches & Fine Jewelry advisor follow-up and appointment consultation.,0.5845,High Priority
C002205,45-54,VIP,Boutique,Boutique Walk-In,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A13,6,224,Core,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,27,7,7,16,740.48,2.29,5183.36,29865.57,740.48,5,5,1,9.24,2,12,7,14,1,1,0,32.9,Fashion Preview,1,1,1,1,7,0.295,0,0,0,999,3,9,0.487,1,1,1,Email + SMS,0,0,0.0,83.1,0,5,0,0,0.9854,1,729.64,5,5,3,13,31.4,28.1,100.0,8.5,High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9794,Top Priority
C002206,55-64,New,Online,Social Media,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fashion,Shoes,Accessories,1,Medium Strategic Value,76,3,3,5,1324.32,1.67,3972.96,4635.72,1324.32,1,1,0,5.73,15,60,14,5,3,2,1,50.0,Fashion Preview,1,1,0,0,17,0.115,0,0,0,999,0,0,0.295,1,0,1,Email,1,0,0.0,76.9,0,0,0,0,0.5727,1,758.48,4,4,3,11,18.2,40.9,50.0,11.6,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.6645,Medium Priority
